fraud_bool,income,name_email_similarity,prev_address_months_count,current_address_months_count,customer_age,days_since_request,intended_balcon_amount,payment_type,zip_count_4w,velocity_6h,velocity_24h,velocity_4w,bank_branch_count_8w,date_of_birth_distinct_emails_4w,employment_status,credit_risk_score,email_is_free,housing_status,phone_home_valid,phone_mobile_valid,bank_months_count,has_other_cards,proposed_credit_limit,foreign_request,source,session_length_in_minutes,device_os,keep_alive_session,device_distinct_emails_8w,device_fraud_count,month
0,0.9,0.079211205,-1,23,50,0.031923104,-0.5137175,AB,1022,3504.466645422256,3268.348,3107.0405,8,5,CB,120,1,BC,0,1,31,0,200.0,0,INTERNET,2.7787497,windows,0,1,0,7
0,0.8,0.2870344,-1,23,20,0.022783633,-0.9591981,AD,681,10174.843434641709,5838.7246,4829.0312,9,13,CA,32,1,BE,1,1,1,0,200.0,0,INTERNET,2.0007086,windows,1,1,0,2
0,0.2,0.7508455,107,5,50,8.813977,37.22069,AA,1030,7719.467305097231,5234.922,5064.332,3,5,CC,140,1,BC,1,1,28,0,1500.0,0,INTERNET,8.893767,linux,1,2,0,0
0,0.8,0.08318534,-1,116,40,0.009353642,-1.2139432,AC,1310,2180.408700732687,4388.8574,3595.1462,0,7,CA,154,0,BC,0,1,-1,1,200.0,0,INTERNET,1.3279337,linux,1,1,0,6
0,0.4,0.66858965,-1,30,30,0.0039062127,-0.97101796,AB,1973,9444.722816848707,5995.023,4961.8726,5,9,CA,54,1,BB,0,1,22,0,200.0,0,INTERNET,9.353448,other,1,1,0,3
0,0.9,0.206734,-1,53,50,0.003230979,-0.6826157,AC,716,7014.964213508838,2978.2698,3131.0122,1,7,CD,69,1,BB,1,1,-1,0,200.0,0,INTERNET,14.528514,linux,0,1,0,7
0,0.6,0.87297225,-1,67,20,0.010742315,21.419325,AA,1216,8244.750277011795,6478.114,5883.0234,2,13,CA,91,0,BC,0,1,2,1,500.0,0,INTERNET,4.5722384,other,1,1,0,0
0,0.7,0.88686955,83,6,30,0.022607218,-1.0605778,AB,1059,5706.649310195832,4887.0537,6380.262,1,8,CA,315,1,BB,0,1,21,0,1000.0,0,INTERNET,6.582755,windows,1,1,0,0
0,0.8,0.25416067,95,5,30,12.378341,25.118849,AA,1000,4812.777785947541,2918.6648,3095.4705,188,4,CA,89,1,BC,1,1,28,0,200.0,0,INTERNET,15.7227335,other,0,1,0,7
0,0.6,0.2966706,-1,194,40,1.1513635,-1.2363716,AB,2713,4298.145243247776,4660.263,4170.262,0,6,CA,63,1,BA,0,1,-1,0,200.0,0,INTERNET,17.870241,linux,0,1,0,4
0,0.1,0.49611098,-1,105,20,0.008155323,-0.71665937,AB,3677,5529.750193141919,2315.2295,3107.5266,1,11,CA,173,0,BD,1,0,1,0,500.0,0,INTERNET,2.6205282,linux,0,1,0,5
0,0.1,0.17024545,-1,73,50,0.03881535,-0.32436255,AB,504,4747.867463628523,3448.7483,4247.42,15,3,CA,166,1,BA,0,1,1,0,500.0,0,INTERNET,2.3095946,windows,0,1,0,6
0,0.7,0.81645167,-1,118,10,0.0070046815,-0.62082124,AC,4417,7105.490170712871,5133.472,4180.8013,1,5,CA,205,1,BE,0,1,-1,1,200.0,0,INTERNET,8.253443,windows,1,1,0,4
0,0.1,0.86419624,-1,159,40,0.008840424,-1.2633156,AC,2656,5106.457372173901,4942.757,5553.589,1,7,CA,71,0,BC,0,1,28,0,200.0,0,INTERNET,4.103944,linux,1,1,0,2
0,0.4,0.47096345,9,11,30,0.005325076,-0.56452465,AB,1462,6559.799640315736,5322.553,5981.285,743,10,CF,166,1,BC,0,1,20,0,500.0,0,INTERNET,16.839457,windows,0,1,0,3
0,0.3,0.15384765,-1,66,50,0.00432691,29.63304,AA,1075,8836.360341908756,4756.5645,5279.0576,33,2,CB,-42,1,BC,1,1,20,0,200.0,0,INTERNET,69.27383,linux,0,1,0,5
0,0.9,0.71428496,12,3,20,0.022946844,-1.0093566,AB,3141,9078.963305155645,7225.7334,6037.276,7,19,CA,123,1,BC,0,1,1,0,200.0,0,INTERNET,4.3271003,linux,0,1,0,0
0,0.9,0.34725448,-1,1,30,0.017587554,-1.3829027,AC,638,4343.597372793353,1857.58,3103.0837,13,6,CA,123,0,BC,0,1,-1,0,500.0,0,INTERNET,3.7418132,macintosh,0,1,0,7
0,0.9,0.12630698,14,14,30,0.012127082,15.733412,AA,1170,3893.19602230898,3618.5674,4333.3726,10,6,CA,130,1,BC,0,1,1,0,200.0,0,INTERNET,5.421984,linux,1,1,0,4
0,0.9,0.23180437,-1,56,40,0.0019856235,-0.7377379,AC,605,6195.61734903117,2888.442,5037.098,1,7,CB,224,0,BC,1,0,-1,1,500.0,0,INTERNET,2.6866975,windows,0,1,0,4
0,0.7,0.21469763,-1,187,40,0.024030637,-1.672813,AC,1237,5366.765056168033,3287.2969,4375.3545,1,5,CB,157,0,BC,0,1,-1,1,200.0,0,INTERNET,2.5685387,other,0,1,0,5
0,0.4,0.5104009,-1,196,30,4.445137,21.74301,AA,3285,8462.144921561481,4243.835,5480.2847,41,23,CB,58,0,BC,1,1,27,0,200.0,0,INTERNET,5.992603,other,0,1,0,2
0,0.8,0.4976252,-1,137,60,0.012804544,-0.8960453,AB,793,1635.3946790199009,5313.3,3706.0972,220,5,CF,137,0,BB,1,0,15,0,1000.0,0,INTERNET,1.2306596,windows,1,1,0,5
0,0.2,0.8725276,-1,34,30,0.02517683,-1.2587128,AB,440,4475.326670155063,5427.164,4205.0957,9,16,CF,269,0,BB,0,1,1,0,1000.0,0,INTERNET,7.346531,windows,1,1,0,6
0,0.5,0.088159345,-1,35,30,3.0087645,3.892409,AA,1192,1327.7584524880094,5410.117,4322.5596,12,6,CD,-29,1,BC,0,1,11,0,200.0,0,INTERNET,39.690712,other,0,1,0,5
0,0.1,0.51032054,-1,8,20,0.0032462522,-0.8818194,AB,1005,4218.082623191664,3455.5303,3567.2312,16,8,CA,101,0,BF,0,1,26,0,200.0,0,INTERNET,1.4414202,other,0,1,0,6
0,0.7,0.64109945,-1,90,10,0.0017554582,-0.34868,AB,847,12102.381763476233,5319.4497,4204.5073,42,8,CA,188,0,BE,1,1,21,0,1500.0,0,INTERNET,2.4970484,other,1,1,0,4
0,0.7,0.88820463,-1,46,30,0.023734264,-1.2421091,AC,1264,3610.6023628269054,5618.0884,4300.68,1,16,CA,228,1,BC,1,1,-1,0,1000.0,0,INTERNET,3.3824415,windows,1,1,0,4
0,0.8,0.2181034,-1,79,30,0.015566264,-1.237029,AA,389,3777.247708697072,2478.8914,3097.0496,1,5,CB,213,0,BB,1,0,28,0,500.0,0,INTERNET,9.609749,other,1,1,0,7
0,0.3,0.59642404,63,7,20,7.7606883,-1.4066097,AB,1086,8495.726176564565,5115.394,4892.603,27,10,CD,35,0,BB,0,1,1,0,200.0,0,INTERNET,6.035649,linux,0,1,0,3
0,0.7,0.85492176,-1,15,30,0.014766085,-0.5311469,AB,776,2646.427601734563,3504.437,4892.4404,1,9,CA,251,0,BA,0,1,1,1,1500.0,0,INTERNET,37.139507,windows,1,1,0,3
0,0.1,0.9960242,-1,110,60,0.015482499,-1.2134674,AD,2001,12531.571843857366,7672.1323,5501.571,15,5,CB,109,0,BC,0,1,15,0,200.0,0,INTERNET,4.8997507,macintosh,1,1,0,1
0,0.1,0.99441797,-1,188,30,0.014077257,-0.65792656,AB,533,5054.0775836897255,4169.559,4956.3535,12,13,CA,175,1,BB,1,1,1,0,1000.0,0,INTERNET,5.843781,other,1,1,0,3
0,0.6,0.38606182,12,14,30,0.012335374,-0.85813034,AB,704,7752.878211798494,8045.0967,5516.4116,6,15,CF,123,0,BC,0,1,31,0,200.0,0,INTERNET,11.664737,x11,1,1,0,2
0,0.3,0.4297918,-1,40,30,0.0024072123,39.936527,AA,698,10090.539530781636,5970.1387,6851.4204,44,14,CA,91,1,BE,0,1,25,0,200.0,0,INTERNET,6.6834097,linux,0,1,0,0
0,0.4,0.6168148,-1,63,30,0.009700095,103.40047,AA,1621,1827.2159039615624,5402.557,4237.301,7,14,CB,145,1,BC,0,1,1,1,200.0,0,INTERNET,9.6594095,macintosh,0,1,0,4
0,0.4,0.34136254,-1,187,30,0.034237813,-0.8321457,AC,1450,1983.986089891731,5392.4487,4143.2583,1,8,CA,113,0,BE,0,1,-1,0,200.0,0,INTERNET,5.3394256,other,1,1,0,4
0,0.7,0.87880087,-1,39,30,0.033926044,-1.6398244,AD,1179,8188.1914446361,5038.0996,5165.3354,17,8,CF,85,1,BB,0,1,6,0,200.0,0,INTERNET,6.4512897,windows,1,1,0,2
0,0.2,0.3565307,-1,60,30,0.0030188349,-0.8448737,AC,1017,4152.424104932326,3787.7986,4753.1826,1,8,CF,64,0,BC,0,1,-1,0,200.0,1,INTERNET,4.250217,windows,1,1,0,3
0,0.4,0.623176,30,13,20,1.1461357,-0.44537625,AC,1113,3489.793106598709,6195.419,5139.5596,1,6,CA,97,0,BC,0,1,-1,0,200.0,0,INTERNET,2.3874836,windows,1,1,0,2
0,0.9,0.7399348,-1,179,20,0.021599408,-0.94541395,AC,1878,11008.656488868564,4788.898,5340.6084,0,6,CA,212,0,BA,0,1,-1,0,500.0,0,INTERNET,5.384229,windows,0,1,0,4
0,0.6,0.14044873,30,132,30,0.032356985,-1.388438,AB,1579,1985.5460577145448,4408.832,4691.32,6,18,CA,190,1,BA,0,1,1,0,1500.0,0,INTERNET,3.0874093,linux,1,1,0,3
0,0.6,0.6285942,-1,290,50,0.021019526,-1.5930153,AB,2445,2735.7064139026565,5678.2456,5329.8457,751,2,CA,194,1,BB,1,1,28,1,1000.0,0,INTERNET,4.093628,linux,1,1,0,1
0,0.2,0.8289145,-1,215,30,0.015127817,-0.33954638,AB,3142,1383.112824089172,6409.696,5510.4023,4,6,CA,138,1,BE,1,1,25,0,200.0,0,INTERNET,5.8866677,windows,0,1,0,1
0,0.5,0.9010686,32,9,20,0.014145834,50.270367,AA,763,1457.4274422129995,3792.6987,5180.238,2,9,CE,258,0,BE,0,1,1,1,1500.0,0,INTERNET,33.480175,windows,0,1,0,1
0,0.7,0.7055378,-1,228,30,0.026033856,-0.88643354,AB,1026,7084.348375006102,3628.7185,4185.0957,1010,8,CA,148,0,BE,0,1,30,0,200.0,0,INTERNET,1.4044619,windows,1,1,0,5
0,0.9,0.86997306,-1,82,30,0.0074108257,-0.9116301,AD,1101,6202.830950760677,4835.0176,3886.827,18,2,CA,74,0,BB,0,1,25,0,200.0,0,INTERNET,4.8239484,windows,0,1,0,2
0,0.1,0.80403113,-1,80,30,0.024011359,21.47291,AA,3698,7583.346274820096,6265.5586,6388.6567,20,13,CA,28,1,BE,1,1,15,0,200.0,0,INTERNET,27.228941,linux,1,1,0,0
0,0.9,0.07818008,-1,49,20,0.0009190848,21.471014,AA,1223,11520.112091643286,6616.352,5351.473,7,8,CA,114,0,BE,0,1,28,0,1500.0,0,INTERNET,7.117436,other,0,1,0,1
0,0.5,0.061975196,-1,26,30,0.022868404,-0.8500809,AD,2130,9702.032740592049,5807.6743,4320.1826,5,16,CA,75,1,BC,0,1,1,0,200.0,0,INTERNET,0.22836022,other,1,1,0,4
0,0.1,0.6587538,-1,179,50,0.012928955,-0.9755745,AB,1467,7726.843401785965,4933.341,4870.9326,12,5,CB,96,0,BB,0,1,20,0,200.0,0,INTERNET,9.625938,linux,1,1,0,3
0,0.9,0.869974,-1,56,30,0.036185473,-0.93619096,AD,2104,7807.599546098634,3145.0225,5186.594,14,17,CA,108,1,BB,0,1,26,1,200.0,0,INTERNET,3.1394055,windows,0,1,0,2
0,0.9,0.04123993,28,2,30,0.014570719,-0.84627944,AB,222,1328.5603988815649,2193.4597,3087.8406,17,11,CA,136,1,BC,1,1,1,0,200.0,0,INTERNET,3.3042562,other,1,1,0,7
0,0.5,0.39648193,-1,133,40,0.011291828,-1.0619274,AC,1916,5319.325699275687,3245.083,3071.5737,0,3,CA,126,1,BA,0,1,-1,0,200.0,0,INTERNET,2.1985762,windows,1,1,0,7
0,0.9,0.9985437,-1,52,50,0.008601791,-1.2153187,AC,1173,4121.567712438402,2607.6228,4431.032,1,4,CA,176,0,BA,0,1,-1,1,1000.0,0,INTERNET,4.286673,other,1,1,0,4
0,0.4,0.3284774,-1,123,30,0.008041502,-1.3778033,AC,501,5049.624579018451,4227.353,4203.03,0,9,CA,203,0,BA,0,1,-1,0,1000.0,0,INTERNET,1.9660835,windows,0,1,0,3
0,0.5,0.94821376,-1,57,40,0.0053998237,-0.99447596,AD,5863,5088.496834697151,4087.5942,5180.5063,32,13,CB,84,1,BE,0,1,30,0,200.0,0,INTERNET,3.949775,other,1,1,0,2
0,0.9,0.30999953,-1,39,40,0.026351111,-1.1205986,AB,1624,708.3203886317857,2746.0967,3634.7683,1492,8,CA,211,0,BA,1,1,1,0,500.0,0,INTERNET,8.374707,other,1,1,0,6
0,0.9,0.69091266,46,0,20,0.014816882,-1.4508106,AB,1427,1102.4690830737502,3788.262,4829.5103,1,18,CB,74,1,BC,1,0,16,1,200.0,0,INTERNET,5.6912117,linux,0,1,0,4
0,0.9,0.14643992,-1,33,30,0.04752132,-1.1274737,AB,1037,8296.607922413345,8896.454,4640.5513,21,6,CA,188,0,BC,0,1,1,1,500.0,0,INTERNET,4.865288,linux,0,1,0,3
0,0.5,0.49875325,-1,130,40,1.235099,-0.7416451,AC,2861,8748.329370391566,4784.5356,4961.605,0,8,CA,63,0,BB,1,1,-1,0,200.0,0,INTERNET,4.7102866,linux,0,1,0,3
0,0.9,0.16796365,-1,42,30,0.040154632,1.8600296,AA,626,3719.1167674848607,5582.9375,6343.645,2,15,CA,186,1,BB,1,1,1,0,200.0,0,INTERNET,2.7193363,other,1,1,0,0
0,0.1,0.608468,-1,98,20,0.043082412,26.183819,AB,1176,9888.510422738696,5005.7354,5448.7935,20,9,CA,1,0,BB,1,1,28,0,200.0,0,INTERNET,3.6927266,other,0,1,0,1
0,0.9,0.10754413,-1,29,20,0.015437081,30.767017,AA,1790,5883.593996193658,6184.0615,5267.468,20,10,CA,112,0,BC,0,1,30,0,200.0,0,INTERNET,1.4259298,windows,0,1,0,7
0,0.4,0.9004364,-1,46,30,0.00804548,24.218925,AA,897,3007.3115721848603,4236.968,3032.982,16,11,CA,242,0,BC,1,0,9,1,500.0,0,INTERNET,3.5820093,windows,1,1,0,7
0,0.8,0.5016534,-1,238,30,0.014524794,-0.56188226,AB,938,5511.098634256169,3328.8438,4911.3306,17,9,CA,257,1,BA,0,1,30,1,1500.0,0,INTERNET,1.7392864,linux,1,1,0,3
0,0.2,0.8957248,-1,45,30,0.02687535,-1.0019673,AC,1809,10867.124712579527,5634.3774,5163.205,1,7,CD,50,1,BB,0,1,-1,0,200.0,0,INTERNET,28.993248,other,0,1,0,3
0,0.4,0.5323746,-1,33,30,0.014265562,-1.2027252,AB,1230,7487.754579836446,4676.1025,5530.973,9,14,CB,75,1,BC,1,0,28,0,200.0,0,INTERNET,8.043479,other,0,1,0,2
0,0.6,0.7882397,-1,334,20,0.0052916715,36.252613,AA,1910,3666.444768144563,7714.6914,5361.1816,142,9,CA,1,1,BE,0,1,1,0,200.0,0,INTERNET,7.61615,linux,0,1,0,1
0,0.6,0.46502772,-1,39,20,0.0017557495,-1.0477047,AD,2583,7839.848686883697,5928.9927,6391.148,20,15,CA,66,1,BE,0,1,20,0,200.0,0,INTERNET,3.655312,other,1,1,0,0
0,0.2,0.5050991,38,13,20,0.02004432,-0.5451027,AB,626,1462.796527157714,4977.4844,5168.334,37,6,CA,129,1,BB,0,1,9,0,1500.0,0,INTERNET,5.023465,linux,1,1,0,2
0,0.4,0.7179471,-1,130,20,0.01944779,-0.5573402,AB,594,2549.292124439013,3556.5134,4424.6685,13,11,CA,91,0,BE,0,1,1,0,200.0,0,INTERNET,7.9637933,other,1,1,0,5
0,0.5,0.22958599,-1,101,40,0.033453844,-0.40068078,AB,587,1527.2893071451044,2445.4453,3850.324,6,5,CA,248,1,BB,0,1,31,1,500.0,0,INTERNET,13.322117,windows,0,1,0,5
0,0.7,0.13510773,-1,54,60,1.1653703,-1.2346623,AD,1561,7695.125780795594,6047.1895,5615.037,11,1,CA,37,1,BC,1,1,5,0,200.0,0,INTERNET,29.709835,linux,1,1,0,2
0,0.2,0.8636337,10,-1,30,0.023766922,-1.0200807,AC,856,11467.250584144189,5382.9937,5534.956,1,12,CA,147,0,BC,0,1,-1,0,1000.0,0,INTERNET,12.134099,other,0,1,0,2
0,0.8,0.5880549,-1,109,20,0.014700218,-0.67895955,AC,400,5298.557243404294,3359.3508,3793.026,1,10,CA,208,1,BB,1,1,-1,0,990.0,0,INTERNET,5.962296,other,1,1,0,6
0,0.9,0.433147,-1,91,30,0.00020350513,-0.4155897,AC,2464,5513.4094736583165,4425.002,5583.048,0,13,CA,90,1,BB,0,1,-1,1,200.0,0,INTERNET,5.3056183,linux,0,1,0,3
0,0.4,0.66363823,-1,118,20,0.0071682413,-0.39639214,AA,1507,9779.753002314575,4444.0386,4422.5874,1,7,CA,164,0,BE,0,1,-1,1,200.0,0,INTERNET,6.260359,linux,0,1,0,5
0,0.9,0.36304915,29,7,30,0.0026728795,-0.9768433,AD,726,3903.075154690626,4965.5835,5610.6997,16,11,CA,125,1,BC,1,1,1,1,200.0,0,INTERNET,10.890922,macintosh,0,1,0,2
0,0.9,0.11497753,-1,150,30,0.011683028,-0.5667894,AD,815,4940.222964405424,5897.4604,4417.2266,15,11,CB,190,0,BA,1,1,1,1,1500.0,0,INTERNET,1.8097473,other,1,1,0,4
0,0.6,0.37222028,-1,73,40,0.020234065,-1.0119492,AB,1200,3613.270760114303,3393.8684,4289.229,147,5,CB,69,1,BD,1,1,15,0,200.0,0,INTERNET,0.8626983,other,1,1,0,4
0,0.8,0.276452,57,1,40,17.731129,-1.6240137,AB,498,9128.248610423783,5560.628,4905.6772,1,11,CB,89,0,BA,0,1,20,0,200.0,0,INTERNET,7.432561,other,1,1,0,3
0,0.9,0.08837039,-1,40,30,0.005869427,-0.8412682,AC,1754,9337.362131074133,3862.87,5098.96,0,9,CA,114,1,BC,1,1,-1,0,1500.0,0,INTERNET,3.7042766,other,1,2,0,1
0,0.1,0.6722338,-1,45,30,0.0020828932,-0.9338043,AC,1336,4849.929241131508,3884.5505,4366.7104,0,13,CA,113,0,BC,1,1,-1,1,200.0,0,INTERNET,3.6625202,other,0,1,0,7
0,0.1,0.53098613,-1,57,30,0.012330895,-0.63551134,AC,1611,8197.397308531361,5966.3022,4874.0977,0,7,CA,110,1,BD,1,0,-1,1,200.0,0,INTERNET,4.193524,other,1,1,0,3
0,0.9,0.21428788,-1,155,40,0.0070505394,-0.9722189,AB,1288,2006.365489072837,4130.9175,4830.7935,1,6,CA,241,0,BA,0,1,11,0,1500.0,0,INTERNET,6.3606668,other,1,1,0,3
0,0.1,0.33451238,11,14,20,0.0068650167,-0.377624,AB,991,5378.849736183701,4694.0254,5839.0615,12,19,CA,47,1,BE,0,1,25,0,200.0,0,INTERNET,3.7382817,linux,0,1,0,1
0,0.7,0.78926474,-1,43,50,0.8714422,37.77919,AA,1254,5594.781241953187,5108.48,4203.9375,4,7,CC,120,1,BC,1,1,15,0,200.0,0,INTERNET,6.9309134,other,1,1,0,5
0,0.4,0.07105953,-1,363,60,0.011877011,-0.86949295,AD,1374,10907.983201645677,6043.4014,6330.474,1809,1,CC,81,0,BA,1,0,30,0,200.0,0,INTERNET,2.4185033,other,0,1,0,0
0,0.8,0.2684646,-1,81,40,0.0010164701,51.690613,AA,809,4889.090441274208,5045.565,4411.1704,3,8,CA,120,1,BA,0,1,5,0,1000.0,0,INTERNET,8.493728,windows,1,1,0,6
0,0.6,0.61001575,-1,28,30,0.018955499,-1.7745968,AB,1009,2022.5345175685184,5050.0483,4318.6675,16,12,CF,118,1,BC,0,1,28,0,510.0,0,INTERNET,3.435212,linux,1,1,0,6
0,0.7,0.54184407,-1,78,40,0.03368954,-1.114062,AA,1236,896.6704619947211,3719.0461,5565.933,1860,9,CC,116,1,BB,0,1,5,0,200.0,0,INTERNET,6.196328,linux,1,1,0,2
0,0.4,0.12324735,104,11,20,0.0018175105,-0.66010183,AD,560,5277.15200156251,4690.3936,5503.817,1341,10,CA,69,1,BE,1,1,1,0,200.0,0,INTERNET,12.929683,x11,1,1,0,1
0,0.1,0.11943166,-1,86,20,0.02714044,-0.3701669,AD,912,3639.8422913331415,5368.247,4338.8467,7,3,CA,154,0,BB,0,1,31,0,200.0,0,INTERNET,9.779077,other,1,1,0,5
0,0.1,0.034832023,-1,124,30,0.007995076,-1.4986237,AC,704,8182.458351040242,5991.694,5007.3667,0,7,CA,128,1,BA,1,0,-1,0,200.0,0,INTERNET,3.6648233,linux,1,1,0,3
0,0.8,0.4760539,-1,51,30,0.02627839,50.909107,AA,637,5480.191483564073,3353.1345,5000.2656,2,12,CA,212,1,BC,0,1,26,1,1500.0,0,INTERNET,6.078497,windows,0,1,0,3
